motif_id,term,n_mentions,category,biome_hint
h39,стрела,1,artefact,generic
h39,маниока,2,artefact,Trop. Moist — manioc
h4,стрела,1,artefact,generic
h4,ямс,3,artefact,Trop. Moist — yam
h4,ямса,1,artefact,Trop. Moist
h4,лук,6,artefact,"generic, ambiguous (also = onion)"
h40,сибирские,1,region,Tundra/Boreal
h40,сибири,1,region,Tundra/Boreal
h40,лук,1,artefact,"generic, ambiguous (also = onion)"
h40,якутии,1,region,Boreal/Tundra
h41,нарты,1,artefact,Tundra/Boreal — sledge pl
h41,лук,1,artefact,"generic, ambiguous (also = onion)"
h41,якутии,1,region,Boreal/Tundra
h42,северный,1,direction,Northern
h42,сибирские,1,region,Tundra/Boreal
h42,северного,1,direction,Northern
h42,северное,1,direction,Northern
h42,якутии,1,region,Boreal/Tundra
h43,северный,1,direction,Northern
h43aa,сибирские,1,region,Tundra/Boreal
h43aa,якутии,1,region,Boreal/Tundra
h44,лук,3,artefact,"generic, ambiguous (also = onion)"
h46,карелии,1,region,Boreal
h46a,лук,1,artefact,"generic, ambiguous (also = onion)"
h46a,стрела,1,artefact,generic
h47,ямс,1,artefact,Trop. Moist — yam
h48,алтая,1,mountain,Mountain/Steppe
h49,азии,1,continent,?
h49,лук,1,artefact,"generic, ambiguous (also = onion)"
h49b,азии,1,continent,?
h49c,лук,1,artefact,"generic, ambiguous (also = onion)"
h5,ямс,3,artefact,Trop. Moist — yam
h5,ямса,1,artefact,Trop. Moist
h5,северный,2,direction,Northern
h5,амазонка,1,river,Trop. Moist
h50,гималаи,1,mountain,Mountain
h50,лук,1,artefact,"generic, ambiguous (also = onion)"
h50,енисея,1,river,Boreal
h50,северное,1,direction,Northern
h51,северный,1,direction,Northern
h52,южный,1,direction,Southern
h52,северный,2,direction,Northern
h52,стрела,1,artefact,generic
h53,стрела,1,artefact,generic
h54,стрела,11,artefact,generic
h54,лук,5,artefact,"generic, ambiguous (also = onion)"
h54,сибирь,1,region,Tundra/Boreal
h54,нарты,2,artefact,Tundra/Boreal — sledge pl
h54,северного,1,direction,Northern
h54,ямс,1,artefact,Trop. Moist — yam
h54,маниока,2,artefact,Trop. Moist — manioc
h55,стрела,4,artefact,generic
h55,нила,1,river,Desert/Trop. Savanna
h55,нил,1,river,Desert/Trop. Savanna
h55,алтай,2,mountain,Mountain/Steppe
h55a,стрела,2,artefact,generic
h55a,алтай,1,mountain,Mountain/Steppe
h56,ямс,4,artefact,Trop. Moist — yam
h56,ямса,4,artefact,Trop. Moist
h6a,ямс,1,artefact,Trop. Moist — yam
h6a,ямса,1,artefact,Trop. Moist
h6a,лук,3,artefact,"generic, ambiguous (also = onion)"
h6a,северный,1,direction,Northern
h6b,лук,3,artefact,"generic, ambiguous (also = onion)"
h6b,северный,1,direction,Northern
h6b,стрела,1,artefact,generic
h6b,сибирский,1,region,Tundra/Boreal
h6bb,лук,1,artefact,"generic, ambiguous (also = onion)"
h6c,лук,2,artefact,"generic, ambiguous (also = onion)"
h6c,северный,1,direction,Northern
h6d,стрела,2,artefact,generic
h6d,сахара,1,region,Desert
h6d,лук,3,artefact,"generic, ambiguous (also = onion)"
h7,маниока,2,artefact,Trop. Moist — manioc
h7,азии,1,continent,?
h7,южное,1,direction,Southern
h7,южный,1,direction,Southern
h7,лук,1,artefact,"generic, ambiguous (also = onion)"
h7,северная,1,direction,Northern
h7,нарта,3,artefact,Tundra/Boreal — sledge
h8,лук,1,artefact,"generic, ambiguous (also = onion)"
h9,мадагаскар,1,region,Trop. Moist/Savanna
h9,ямс,3,artefact,Trop. Moist — yam
h9,ямса,1,artefact,Trop. Moist
h9,маниока,1,artefact,Trop. Moist — manioc
i1,лук,3,artefact,"generic, ambiguous (also = onion)"
i1,стрела,1,artefact,generic
i1,гарпуна,1,artefact,Arctic/coastal
i1,южный,1,direction,Southern
i1,северная,1,direction,Northern
i100,австралии,1,region,Desert/Savanna (Aus)
i100,бумеранг,2,artefact,Australia — boomerang
i100,австралия,2,region,Desert/Savanna (Aus)
i100,северного,1,direction,Northern
i101,северная,1,direction,Northern
i101,лук,1,artefact,"generic, ambiguous (also = onion)"
i103,лук,1,artefact,"generic, ambiguous (also = onion)"
i103,северный,2,direction,Northern
i104,лук,1,artefact,"generic, ambiguous (also = onion)"
i104,северный,1,direction,Northern
i104,южный,1,direction,Southern
i104,гарпуном,1,artefact,Arctic/coastal
i104,ямс,1,artefact,Trop. Moist — yam
i106,северного,1,direction,Northern
i106,стрела,2,artefact,generic
i11,алтай,1,mountain,Mountain/Steppe
i11,полярная,1,climate,Arctic
i11,стрела,3,artefact,generic
i111,америка,1,continent,?
i112,гарпуном,1,artefact,Arctic/coastal
i114,европы,1,continent,?
i115a,австралии,1,region,Desert/Savanna (Aus)
i115a,бумеранг,1,artefact,Australia — boomerang
i115a,австралия,3,region,Desert/Savanna (Aus)
i115a,гарпун,1,artefact,Arctic/coastal — harpoon
i115a,лук,1,artefact,"generic, ambiguous (also = onion)"
i115a,полярная,1,climate,Arctic
i116,конго,1,region/river,Trop. Moist
i12,северный,1,direction,Northern
i12,южный,1,direction,Southern
i12,стрела,4,artefact,generic
i121,полярная,1,climate,Arctic
i126,полярная,1,climate,Arctic
i128,северный,5,direction,Northern
i128,северного,1,direction,Northern
i128,лук,1,artefact,"generic, ambiguous (also = onion)"
i128,сибирь,1,region,Tundra/Boreal
i128,нарты,1,artefact,Tundra/Boreal — sledge pl
i134,средиземноморье,1,region,Mediterranean
i134,южный,1,direction,Southern
i13a,лук,4,artefact,"generic, ambiguous (also = onion)"
i13a,стрела,1,artefact,generic
i13a,северная,2,direction,Northern
i13a,северного,1,direction,Northern
i13a,маниока,1,artefact,Trop. Moist — manioc
i13c,гималаи,1,mountain,Mountain
i14,лук,3,artefact,"generic, ambiguous (also = onion)"
i14,маис,2,artefact,Trop./Temp. — maize
i14,гарпун,1,artefact,Arctic/coastal — harpoon
i14,ямс,1,artefact,Trop. Moist — yam
i14,маниока,1,artefact,Trop. Moist — manioc
i16,лук,1,artefact,"generic, ambiguous (also = onion)"
i17,аляски,1,region,Tundra/Boreal
i19,ямс,1,artefact,Trop. Moist — yam
i2,амазонке,1,river,Trop. Moist
i20,нила,1,river,Desert/Trop. Savanna
i20,стрела,1,artefact,generic
i20,пирога,1,artefact,Trop. — pirogue
i20,северный,1,direction,Northern
i20,южный,1,direction,Southern
i20,лук,1,artefact,"generic, ambiguous (also = onion)"
i20a,стрела,1,artefact,generic
i20b,енисея,1,river,Boreal
i21,нила,1,river,Desert/Trop. Savanna
i22,европы,1,continent,?
i22,южный,3,direction,Southern
i22,северный,3,direction,Northern
i22,стрела,8,artefact,generic
i22,лук,10,artefact,"generic, ambiguous (also = onion)"
i22,нарты,1,artefact,Tundra/Boreal — sledge pl
i22,алтая,2,mountain,Mountain/Steppe
i22,полярная,1,climate,Arctic
i22,аляски,1,region,Tundra/Boreal
i22,гарпуном,1,artefact,Arctic/coastal
i22,гарпун,2,artefact,Arctic/coastal — harpoon
i22,маниока,2,artefact,Trop. Moist — manioc
i22,ямс,2,artefact,Trop. Moist — yam
i22a,алтая,1,mountain,Mountain/Steppe
i22a,стрела,1,artefact,generic
i22a,гарпун,1,artefact,Arctic/coastal — harpoon
i22a,лук,1,artefact,"generic, ambiguous (also = onion)"
i22b,южный,1,direction,Southern
i22b,нарте,1,artefact,Tundra/Boreal
i22b,северное,1,direction,Northern
i23,южный,1,direction,Southern
i23,аляски,1,region,Tundra/Boreal
i24,стрела,2,artefact,generic
i25,нарты,3,artefact,Tundra/Boreal — sledge pl
i25,алтай,2,mountain,Mountain/Steppe
i25,лук,1,artefact,"generic, ambiguous (also = onion)"
i25a,лук,1,artefact,"generic, ambiguous (also = onion)"
i26,лук,1,artefact,"generic, ambiguous (also = onion)"
i27,гренландия,1,region,Tundra
i27,лук,1,artefact,"generic, ambiguous (also = onion)"
i27a,северный,1,direction,Northern
i27c,якутии,1,region,Boreal/Tundra
i29,южный,1,direction,Southern
i3,лук,18,artefact,"generic, ambiguous (also = onion)"
i3,ямс,1,artefact,Trop. Moist — yam
i3,стрела,9,artefact,generic
i3,нарта,1,artefact,Tundra/Boreal — sledge
i3,нарты,1,artefact,Tundra/Boreal — sledge pl
i3,северное,1,direction,Northern
i3,северный,1,direction,Northern
i30,северный,1,direction,Northern
i32,австралии,1,region,Desert/Savanna (Aus)
i32a,азии,1,continent,?
i34,ямс,1,artefact,Trop. Moist — yam
i35,аляски,1,region,Tundra/Boreal
i35,северного,1,direction,Northern
i35a2,австралии,1,region,Desert/Savanna (Aus)
i35a2,австралия,1,region,Desert/Savanna (Aus)
i36,лук,2,artefact,"generic, ambiguous (also = onion)"
i36,аляски,1,region,Tundra/Boreal
i39,лук,3,artefact,"generic, ambiguous (also = onion)"
i39,стрела,4,artefact,generic
i39,аляски,1,region,Tundra/Boreal
i4,лук,1,artefact,"generic, ambiguous (also = onion)"
i4,северный,2,direction,Northern
i4,стрела,3,artefact,generic
i40,лук,135,artefact,"generic, ambiguous (also = onion)"
i40,ямс,1,artefact,Trop. Moist — yam
i40,ямса,1,artefact,Trop. Moist
i40,стрела,7,artefact,generic
i40,северная,1,direction,Northern
i41,лук,5,artefact,"generic, ambiguous (also = onion)"
i41,нила,1,river,Desert/Trop. Savanna
i41,австралии,1,region,Desert/Savanna (Aus)
i41,южный,1,direction,Southern
i41,северная,1,direction,Northern
i41,амазонке,1,river,Trop. Moist
i41a,лук,1,artefact,"generic, ambiguous (also = onion)"
i41b1,северная,1,direction,Northern
i42,лук,1,artefact,"generic, ambiguous (also = onion)"
i42,полинезии,1,region,Trop. Moist (Pacific)
i43a,южный,1,direction,Southern
i43a,северное,1,direction,Northern
i43a,южное,1,direction,Southern
i43a,северная,1,direction,Northern
i43a,амазонка,1,river,Trop. Moist
i43a,лук,1,artefact,"generic, ambiguous (also = onion)"
i43b,северное,1,direction,Northern
i43b,южное,1,direction,Southern
i43b,амазонка,1,river,Trop. Moist
i43b,лук,1,artefact,"generic, ambiguous (also = onion)"
i44,нила,2,river,Desert/Trop. Savanna
i45b,индонезии,1,region,Trop. Moist
i46,сахары,1,region,Desert
i46,лук,3,artefact,"generic, ambiguous (also = onion)"
i46,северный,2,direction,Northern
i46a,лук,9,artefact,"generic, ambiguous (also = onion)"
i46b,альпы,1,mountain,Mediterranean
i46d,стрела,2,artefact,generic
i47,якутии,1,region,Boreal/Tundra
i47a,северного,1,direction,Northern
i48,лук,1,artefact,"generic, ambiguous (also = onion)"
i4a,ямс,3,artefact,Trop. Moist — yam
i4a,южный,1,direction,Southern
i5,южный,1,direction,Southern
i50,стрела,3,artefact,generic
i50,лук,2,artefact,"generic, ambiguous (also = onion)"
i50,алтай,1,mountain,Mountain/Steppe
i50,аляски,1,region,Tundra/Boreal
i50a,южный,2,direction,Southern
i50a,лук,4,artefact,"generic, ambiguous (also = onion)"
i50a,алтай,1,mountain,Mountain/Steppe
i50b,аляски,1,region,Tundra/Boreal
i51a,южный,1,direction,Southern
i51b,лук,1,artefact,"generic, ambiguous (also = onion)"
i51b,северного,2,direction,Northern
i51b,кавказа,1,mountain,Mediterranean/Mountain
i51b,северный,1,direction,Northern
i51b,южный,1,direction,Southern
i51b,северное,1,direction,Northern
i51b,америка,1,continent,?
i51b,ямс,1,artefact,Trop. Moist — yam
i51b,маниока,1,artefact,Trop. Moist — manioc
i52,сибирские,1,region,Tundra/Boreal
i54,гарпун,1,artefact,Arctic/coastal — harpoon
i54,маниока,1,artefact,Trop. Moist — manioc
i55,нарте,1,artefact,Tundra/Boreal
i55,полярная,1,climate,Arctic
i55a,аляски,1,region,Tundra/Boreal
i55b,лук,1,artefact,"generic, ambiguous (also = onion)"
i57,стрела,3,artefact,generic
i59a,северный,1,direction,Northern
i59b1,северная,1,direction,Northern
i59b3,азии,1,continent,?
i59b3,стрела,1,artefact,generic
i5a,маниока,1,artefact,Trop. Moist — manioc
i5a,ямса,1,artefact,Trop. Moist
i6,алтай,1,mountain,Mountain/Steppe
i6,стрела,1,artefact,generic
i6,лук,6,artefact,"generic, ambiguous (also = onion)"
i6,гарпун,1,artefact,Arctic/coastal — harpoon
i62,нил,1,river,Desert/Trop. Savanna
i62,австралии,1,region,Desert/Savanna (Aus)
i62,полинезии,1,region,Trop. Moist (Pacific)
i62,северный,2,direction,Northern
i62,северного,1,direction,Northern
i62,амура,1,river,Boreal
i65,полярная,1,climate,Arctic
i67,южный,1,direction,Southern
i68,северное,1,direction,Northern
i69,аляски,1,region,Tundra/Boreal
i69,полярная,1,climate,Arctic
i6a,гарпун,1,artefact,Arctic/coastal — harpoon
i7,лук,1,artefact,"generic, ambiguous (also = onion)"
i7,стрела,2,artefact,generic
i7,северная,1,direction,Northern
i7,амазонке,1,river,Trop. Moist
i72,северного,2,direction,Northern
i72,конго,2,region/river,Trop. Moist
i72,ямс,1,artefact,Trop. Moist — yam
i72,южный,1,direction,Southern
i72,полярная,3,climate,Arctic
i72,лук,2,artefact,"generic, ambiguous (also = onion)"
i72,сахара,1,region,Desert
i72,стрела,1,artefact,generic
i72,северная,1,direction,Northern
i73,нарты,1,artefact,Tundra/Boreal — sledge pl
i74,нарты,1,artefact,Tundra/Boreal — sledge pl
i75,нарты,1,artefact,Tundra/Boreal — sledge pl
i75,северная,1,direction,Northern
i75,лук,2,artefact,"generic, ambiguous (also = onion)"
i75,северного,1,direction,Northern
i75,маис,1,artefact,Trop./Temp. — maize
i75,анд,1,mountain,Mountain
i78,пироги,1,artefact,Trop.
i78,северный,1,direction,Northern
i78,южный,1,direction,Southern
i78,алтай,2,mountain,Mountain/Steppe
i78,северная,1,direction,Northern
i80,стрела,1,artefact,generic
i80,лук,1,artefact,"generic, ambiguous (also = onion)"
i81,полярный,1,climate,Arctic
i81,северный,1,direction,Northern
i81,южный,1,direction,Southern
i82a,бумеранг,1,artefact,Australia — boomerang
i82a,северное,1,direction,Northern
i82a,южный,3,direction,Southern
i82a,полярная,3,climate,Arctic
i82a,нарты,1,artefact,Tundra/Boreal — sledge pl
i82a,лук,3,artefact,"generic, ambiguous (also = onion)"
i82a,северная,1,direction,Northern
i82a,стрела,1,artefact,generic
i82a,маниока,2,artefact,Trop. Moist — manioc
i82a,анды,1,mountain,Mountain
i82a,ямс,2,artefact,Trop. Moist — yam
i82b,бумеранг,1,artefact,Australia — boomerang
i82b,южный,1,direction,Southern
i82b,полинезии,1,region,Trop. Moist (Pacific)
i82b,стрела,1,artefact,generic
i82b,лук,1,artefact,"generic, ambiguous (also = onion)"
i82b,полярная,1,climate,Arctic
i82b,маниока,1,artefact,Trop. Moist — manioc
i82b,ямс,1,artefact,Trop. Moist — yam
i82c,бумеранг,1,artefact,Australia — boomerang
i82c,маниока,1,artefact,Trop. Moist — manioc
i82d,стрела,1,artefact,generic
i82h,полярная,2,climate,Arctic
i82h,стрела,1,artefact,generic
i82i,стрела,1,artefact,generic
i83,ямс,2,artefact,Trop. Moist — yam
i83,ямса,1,artefact,Trop. Moist
i83,полярная,1,climate,Arctic
i83,маниока,1,artefact,Trop. Moist — manioc
i84,северного,1,direction,Northern
i84,енисея,1,river,Boreal
i84,амура,1,river,Boreal
i85,полярная,45,climate,Arctic
i85,северного,1,direction,Northern
i85,северный,5,direction,Northern
i85a,полярная,10,climate,Arctic
i85b,полярная,18,climate,Arctic
i85b,стрела,3,artefact,generic
i85b,северная,1,direction,Northern
i85c,северный,1,direction,Northern
i85c,северного,1,direction,Northern
i86,енисея,1,river,Boreal
i87,нарты,3,artefact,Tundra/Boreal — sledge pl
i87,стрела,1,artefact,generic
i87a,северное,1,direction,Northern
i87a2,стрела,5,artefact,generic
i87a2,европы,1,continent,?
i87aa,карелии,1,region,Boreal
i87b,стрела,5,artefact,generic
i87b,нарты,1,artefact,Tundra/Boreal — sledge pl
i87b,северное,1,direction,Northern
i88,лук,1,artefact,"generic, ambiguous (also = onion)"
i89,северный,1,direction,Northern
i89,кавказ,1,mountain,Mediterranean/Mountain
i89,азии,2,continent,?
i89,полярная,1,climate,Arctic
i8e,северный,1,direction,Northern
i8e,южный,1,direction,Southern
i8f,полярная,1,climate,Arctic
i8g,лук,2,artefact,"generic, ambiguous (also = onion)"
i8g,стрела,1,artefact,generic
i8g,южное,1,direction,Southern
i8g,полярная,1,climate,Arctic
i8i,гималаи,1,mountain,Mountain
i8i,кавказа,2,mountain,Mediterranean/Mountain
i8i,северная,1,direction,Northern
i8i,северный,2,direction,Northern
i8i,южное,2,direction,Southern
i9,южный,1,direction,Southern
i9,северный,1,direction,Northern
i9,евразии,1,continent,?
i9,северная,1,direction,Northern
i92,лук,1,artefact,"generic, ambiguous (also = onion)"
i92,северная,1,direction,Northern
i98a,лук,2,artefact,"generic, ambiguous (also = onion)"
i98a,ямса,1,artefact,Trop. Moist
i98a,ямс,1,artefact,Trop. Moist — yam
i98a,северный,1,direction,Northern
i98a,северная,1,direction,Northern
i98b,сибирь,2,region,Tundra/Boreal
i99,южный,2,direction,Southern
j10,лук,1,artefact,"generic, ambiguous (also = onion)"
j11,лук,1,artefact,"generic, ambiguous (also = onion)"
j12,амазонии,1,region,Trop. Moist
j12,стрела,2,artefact,generic
j12,ямс,2,artefact,Trop. Moist — yam
j12,лук,6,artefact,"generic, ambiguous (also = onion)"
j12,маниока,1,artefact,Trop. Moist — manioc
j12a,амазонии,1,region,Trop. Moist
j13,лук,3,artefact,"generic, ambiguous (also = onion)"
j13,лена,1,river,Boreal/Tundra
j13,стрела,1,artefact,generic
j15,пироги,3,artefact,Trop.
j15,аляски,1,region,Tundra/Boreal
j15,ямс,1,artefact,Trop. Moist — yam
j15,лук,4,artefact,"generic, ambiguous (also = onion)"
j15a,лук,1,artefact,"generic, ambiguous (also = onion)"
j16,маниока,1,artefact,Trop. Moist — manioc
j17,стрела,1,artefact,generic
j17,лук,1,artefact,"generic, ambiguous (also = onion)"
j17,аляски,1,region,Tundra/Boreal
j17,ямс,1,artefact,Trop. Moist — yam
j18,стрела,1,artefact,generic
j18,лук,11,artefact,"generic, ambiguous (also = onion)"
j19,лук,3,artefact,"generic, ambiguous (also = onion)"
j19,стрела,4,artefact,generic
j19a,стрела,5,artefact,generic
j19a,лук,1,artefact,"generic, ambiguous (also = onion)"
j19b,стрела,1,artefact,generic
j22a,стрела,3,artefact,generic
j22d,стрела,1,artefact,generic
j22d,гарпуном,1,artefact,Arctic/coastal
j22e,стрела,1,artefact,generic
j23,нил,1,river,Desert/Trop. Savanna
j23,лук,8,artefact,"generic, ambiguous (also = onion)"
j23,ямс,1,artefact,Trop. Moist — yam
j23,стрела,3,artefact,generic
j23,северная,1,direction,Northern
j23,гарпун,2,artefact,Arctic/coastal — harpoon
j23,аляски,1,region,Tundra/Boreal
j23,полярная,1,climate,Arctic
j23,северного,1,direction,Northern
j23a,лук,1,artefact,"generic, ambiguous (also = onion)"
j23a,стрела,1,artefact,generic
j24,южный,1,direction,Southern
j25,лук,10,artefact,"generic, ambiguous (also = onion)"
j25,стрела,6,artefact,generic
j25,нарты,2,artefact,Tundra/Boreal — sledge pl
j25,нарте,1,artefact,Tundra/Boreal
j25,южный,1,direction,Southern
j25,маниока,2,artefact,Trop. Moist — manioc
j25a,ямс,1,artefact,Trop. Moist — yam
j26,гималаи,1,mountain,Mountain
j26,лук,8,artefact,"generic, ambiguous (also = onion)"
j26,гарпун,1,artefact,Arctic/coastal — harpoon
j26,пироги,1,artefact,Trop.
j26,стрела,3,artefact,generic
j26,енисей,1,river,Boreal
j26,нарты,2,artefact,Tundra/Boreal — sledge pl
j26,нарте,1,artefact,Tundra/Boreal
j26,южный,1,direction,Southern
j26,маниока,1,artefact,Trop. Moist — manioc
j26a,нарты,1,artefact,Tundra/Boreal — sledge pl
j26a,нарте,1,artefact,Tundra/Boreal
j27,лук,6,artefact,"generic, ambiguous (also = onion)"
j27,карелии,1,region,Boreal
j27,нарты,2,artefact,Tundra/Boreal — sledge pl
j27,нарте,1,artefact,Tundra/Boreal
j27,стрела,5,artefact,generic
j27a,стрела,1,artefact,generic
j27b,стрела,7,artefact,generic
j27b,лук,5,artefact,"generic, ambiguous (also = onion)"
j27b,нарты,2,artefact,Tundra/Boreal — sledge pl
j28b,нил,1,river,Desert/Trop. Savanna
j28b,лук,5,artefact,"generic, ambiguous (also = onion)"
j28b,стрела,3,artefact,generic
j29,стрела,1,artefact,generic
j3,лук,1,artefact,"generic, ambiguous (also = onion)"
j30,лук,6,artefact,"generic, ambiguous (also = onion)"
j30,нарта,2,artefact,Tundra/Boreal — sledge
j30,нарте,1,artefact,Tundra/Boreal
j30,гарпун,1,artefact,Arctic/coastal — harpoon
j30,стрела,4,artefact,generic
j30,южный,3,direction,Southern
j31,лук,15,artefact,"generic, ambiguous (also = onion)"
j31,стрела,9,artefact,generic
j31,нарта,4,artefact,Tundra/Boreal — sledge
j31,аляски,1,region,Tundra/Boreal
j32,северного,1,direction,Northern
j32,лук,6,artefact,"generic, ambiguous (also = onion)"
j32,нарта,3,artefact,Tundra/Boreal — sledge
j32,нарты,2,artefact,Tundra/Boreal — sledge pl
j32,стрела,3,artefact,generic
j32a,карелия,2,region,Boreal
j32a,нарты,3,artefact,Tundra/Boreal — sledge pl
j32a,стрела,2,artefact,generic
j32a,лук,1,artefact,"generic, ambiguous (also = onion)"
j33,лук,4,artefact,"generic, ambiguous (also = onion)"
j33,маис,1,artefact,Trop./Temp. — maize
j34,лук,6,artefact,"generic, ambiguous (also = onion)"
j35,амазонка,1,river,Trop. Moist
j37,аляски,1,region,Tundra/Boreal
j37,стрела,1,artefact,generic
j37,маниока,4,artefact,Trop. Moist — manioc
j38,аляски,1,region,Tundra/Boreal
j39,стрела,1,artefact,generic
j4,гарпун,3,artefact,Arctic/coastal — harpoon
j4,лук,19,artefact,"generic, ambiguous (also = onion)"
j4,нарты,1,artefact,Tundra/Boreal — sledge pl
j4,нарта,1,artefact,Tundra/Boreal — sledge
j4,стрела,9,artefact,generic
j4,аляски,2,region,Tundra/Boreal
j4,северный,1,direction,Northern
j4,южный,3,direction,Southern
j4,гарпуном,1,artefact,Arctic/coastal
j40,лук,5,artefact,"generic, ambiguous (also = onion)"
j40,стрела,9,artefact,generic
j40,южный,1,direction,Southern
j40,северный,1,direction,Northern
j40a,лук,5,artefact,"generic, ambiguous (also = onion)"
j40a,стрела,4,artefact,generic
j41,лук,2,artefact,"generic, ambiguous (also = onion)"
j41c,нил,1,river,Desert/Trop. Savanna
j41c,лук,1,artefact,"generic, ambiguous (also = onion)"
j41c,нарты,2,artefact,Tundra/Boreal — sledge pl
j41c,стрела,2,artefact,generic
j42,замбези,1,river,Trop. Savanna
j42,ямс,3,artefact,Trop. Moist — yam
j42,стрела,6,artefact,generic
j42,лук,2,artefact,"generic, ambiguous (also = onion)"
j43,маниока,1,artefact,Trop. Moist — manioc
j43,ямс,1,artefact,Trop. Moist — yam
j44,аляски,1,region,Tundra/Boreal
j44,южный,3,direction,Southern
j44,лук,5,artefact,"generic, ambiguous (also = onion)"
j44,стрела,1,artefact,generic
j44,ямс,1,artefact,Trop. Moist — yam
j44,маниока,2,artefact,Trop. Moist — manioc
j45,нарты,1,artefact,Tundra/Boreal — sledge pl
j45,гарпуном,2,artefact,Arctic/coastal
j45,гарпун,1,artefact,Arctic/coastal — harpoon
j45,лук,5,artefact,"generic, ambiguous (also = onion)"
j45,стрела,1,artefact,generic
j46,лук,4,artefact,"generic, ambiguous (also = onion)"
j46,стрела,6,artefact,generic
j46,нарты,2,artefact,Tundra/Boreal — sledge pl
j46,нарте,2,artefact,Tundra/Boreal
j46,аляски,1,region,Tundra/Boreal
j46,северное,1,direction,Northern
j46,ямс,1,artefact,Trop. Moist — yam
j46,маниока,2,artefact,Trop. Moist — manioc
j46,южный,1,direction,Southern
j47,бумеранг,1,artefact,Australia — boomerang
j47,ямс,1,artefact,Trop. Moist — yam
j47,океании,1,region,Trop. Moist (Pacific)
j47,маис,1,artefact,Trop./Temp. — maize
j47,анды,1,mountain,Mountain
j47,стрела,1,artefact,generic
j47a,пироги,5,artefact,Trop.
j47a,сахара,1,region,Desert
j48,стрела,1,artefact,generic
j49,маис,1,artefact,Trop./Temp. — maize
j49,стрела,1,artefact,generic
j5,стрела,3,artefact,generic
j5,лук,3,artefact,"generic, ambiguous (also = onion)"
j50,стрела,1,artefact,generic
j50,лук,2,artefact,"generic, ambiguous (also = onion)"
j50a,лук,1,artefact,"generic, ambiguous (also = onion)"
j50b,стрела,4,artefact,generic
j50b,лук,1,artefact,"generic, ambiguous (also = onion)"
j51,гарпун,2,artefact,Arctic/coastal — harpoon
j51,южный,2,direction,Southern
j51,стрела,2,artefact,generic
j51,нарта,2,artefact,Tundra/Boreal — sledge
j51,лук,2,artefact,"generic, ambiguous (also = onion)"
j51,маниока,1,artefact,Trop. Moist — manioc
j51a,стрела,1,artefact,generic
j51a1,стрела,1,artefact,generic
j51b,маниока,1,artefact,Trop. Moist — manioc
j52,стрела,2,artefact,generic
j52,лук,2,artefact,"generic, ambiguous (also = onion)"
j52,гарпун,3,artefact,Arctic/coastal — harpoon
j52,гарпуном,1,artefact,Arctic/coastal
j52,южный,2,direction,Southern
j52a,стрела,3,artefact,generic
j52b,стрела,9,artefact,generic
j52b,лук,4,artefact,"generic, ambiguous (also = onion)"
j52b,алтай,1,mountain,Mountain/Steppe
j52b,нарте,2,artefact,Tundra/Boreal
j52b,нарты,1,artefact,Tundra/Boreal — sledge pl
j53,южный,2,direction,Southern
j54,якутии,1,region,Boreal/Tundra
j54,лук,1,artefact,"generic, ambiguous (also = onion)"
j54,маниока,1,artefact,Trop. Moist — manioc
j54a,алтай,1,mountain,Mountain/Steppe
j54b,лук,2,artefact,"generic, ambiguous (also = onion)"
j54b,стрела,1,artefact,generic
j55,нарты,1,artefact,Tundra/Boreal — sledge pl
j55,северного,2,direction,Northern
j55,лук,1,artefact,"generic, ambiguous (also = onion)"
j55,северный,1,direction,Northern
j56,лук,6,artefact,"generic, ambiguous (also = onion)"
j56,стрела,2,artefact,generic
j56,ямс,1,artefact,Trop. Moist — yam
j57,стрела,3,artefact,generic
j57,лук,5,artefact,"generic, ambiguous (also = onion)"
j58,ямса,2,artefact,Trop. Moist
j58,ямс,1,artefact,Trop. Moist — yam
j58,нарты,1,artefact,Tundra/Boreal — sledge pl
j58,нарта,1,artefact,Tundra/Boreal — sledge
j58,лук,13,artefact,"generic, ambiguous (also = onion)"
j58,стрела,8,artefact,generic
j58,маниока,1,artefact,Trop. Moist — manioc
j58,южный,2,direction,Southern
j59,стрела,8,artefact,generic
j59a,нарте,1,artefact,Tundra/Boreal
j59a,якутии,1,region,Boreal/Tundra
j59a,лук,4,artefact,"generic, ambiguous (also = onion)"
j59a,стрела,2,artefact,generic
j59a,гарпун,1,artefact,Arctic/coastal — harpoon
j59a,южный,1,direction,Southern
j59b,лук,1,artefact,"generic, ambiguous (also = onion)"
j59b,стрела,4,artefact,generic
j6,маниока,4,artefact,Trop. Moist — manioc
j6,лук,5,artefact,"generic, ambiguous (also = onion)"
j6,ямс,1,artefact,Trop. Moist — yam
j60,лук,3,artefact,"generic, ambiguous (also = onion)"
j60,ямс,1,artefact,Trop. Moist — yam
j61,аляски,1,region,Tundra/Boreal
j61,стрела,1,artefact,generic
j61,лук,1,artefact,"generic, ambiguous (also = onion)"
j62,пироги,1,artefact,Trop.
j63,нарта,2,artefact,Tundra/Boreal — sledge
j63,лук,1,artefact,"generic, ambiguous (also = onion)"
j64,ямса,2,artefact,Trop. Moist
j64,ямс,4,artefact,Trop. Moist — yam
j66,лук,15,artefact,"generic, ambiguous (also = onion)"
j66,стрела,6,artefact,generic
j66,алтай,2,mountain,Mountain/Steppe
j66,нарте,2,artefact,Tundra/Boreal
